0.855263158	0.394736842	0.795774715
0.92	0.16	2.387324146
0.909090909	0.12987013	3.978873577
0.921052632	0.131578947	4.774648293
0.933333333	0.133333333	5.570423008
0.921052632	0.105263158	7.161972439
0.779220779	0.12987013	9.549296586
0.921052632	0.105263158	12.73239545
0.921052632	0.105263158	15.91549431
0.909090909	0.12987013	19.89436789
0.921052632	0.131578947	23.87324146
0.907894737	0.157894737	31.83098862
0.921052632	0.184210526	39.78873577
0.883116883	0.285714286	79.57747155
0.868421053	0.394736842	119.3662073
0.828947368	0.473684211	159.1549431
0.371794872	0.923076923	795.7747155
0.115384615	1	3978.873577
0.038709677	1.006451613	15915.49431
